,MODEL,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE_R,ROUGE_P,ROUGE_F,WER,CER,BLEU-1 w/tf,BLEU-2 w/tf,BLEU-3 w/tf,BLEU-4 w/tf,ROUGE_R w/tf,ROUGE_P w/tf,ROUGE_F w/tf,WER w/tf,CER w/tf
0,BrainTranslator-EEG_noise,0.11263963240767838,0.03188751369440287,0.01278110032321848,0.00565175632864766,0.11069841407004187,0.1507764037171917,0.1206312715633215,1.0003171694389625,0.798285405379996,0.41219013548176037,0.24182360338294673,0.1387200952288853,0.0777495382800423,0.2951818811468306,0.36318777544356917,0.3242310266905251,0.7531012122920778,0.5892905409375624
0,PegasusTranslator-EEG_noise,0.11144379772593019,0.027491620548444645,0.008781667933623831,0.003008039187814222,0.0,0.0,0.0,0.9969767278351965,0.8080584835090105,0.4105619105621914,0.23168677479287858,0.12817511656446368,0.0685847373749874,0.3007687642335779,0.34594168127044056,0.3206777249586872,0.7551149546509175,0.6022582044577847
0,T5Translator-EEG_noise,0.17019984825255774,0.059433435534654896,0.02052875678044101,0.009482293781388833,0.12024168291707464,0.12445687500321084,0.11496354968179813,1.1361072682771096,0.8715228888862596,0.4506421034676024,0.27063284068009097,0.163213811121964,0.09639130794983948,0.26972201276724356,0.2935649677916939,0.27980159738158594,1.0274200986130326,2.058591762603973
