,MODEL,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE_R,ROUGE_P,ROUGE_F,WER,CER,BLEU-1 w/tf,BLEU-2 w/tf,BLEU-3 w/tf,BLEU-4 w/tf,ROUGE_R w/tf,ROUGE_P w/tf,ROUGE_F w/tf,WER w/tf,CER w/tf
0,BrainTranslator,0.11582383267509071,0.03400345654374743,0.013296109188238677,0.005447545273105348,0.11326245881057412,0.1544355909391952,0.12404936790251567,0.9967578235128277,0.7962053282878733,0.41219013548176037,0.24182360338294673,0.1387200952288853,0.0777495382800423,0.2951818811468306,0.36308624229299546,0.32419301962861863,0.7533126585847195,0.5893257964814967
0,PegasusTranslator,0.10569811752768608,0.02815941221307466,0.008560184628481614,0.0027302721434461154,0.0,0.0,0.0,0.9920902763130142,0.8099461829778752,0.41175601562221625,0.23424897115568258,0.13116693063144566,0.07220092551775503,0.30321461149738416,0.348271020351653,0.32307621625448824,0.752970540673557,0.5993035444195617
0,T5Translator,0.17284341749408702,0.06076452902144118,0.02068393195060833,0.008830401610612715,0.12343410745959917,0.12387289908068748,0.11617415351642114,1.1357170728246604,0.8697835938331934,0.4506421034676024,0.27063284068009097,0.163213811121964,0.09639130794983948,0.26972201276724356,0.2935649677916939,0.27980159738158594,1.0274200986130326,2.058591762603973
